obs_id,index,object_id,object_name,object_name_2MASS,object_name_HIP,object_name_HR,object_name_TYC,object_name_SAO,folder,date_obs,obs_start,obs_end,infrared_filter,irdis_dual_filter,tel_ambi_fwhm_mean,tel_tau0_mean,tel_ambi_windsp,windSpeed_200_asm,seeing_sparta_min,seeing_sparta_max,seeing_sparta_avg,seeing_tel_ia_fwhmlinobs,seeing_tel_ia_fwhmlin,seeing_tel_ia_fwhm,seeing_ambi_fwhm,mass_turbfwhm_asm,mass_fwhm_asm,dimm_fwhm_asm,historical_ambient_fwhm_asm,mass_tau0_asm,mass_tau_asm,historical_ambient_tau_asm,mass_tau0_ms_asm,mass_tau_ms_asm,historical_ambient_tau_ms_asm,tel_ambi_tau0,strehl_sparta_avg,strehl_sparta_max,strehl_sparta_min,flux_K,flux_H,flux_R,flux_G,NAXIS1,n_frames,rot_max,mtime,missing_psf,split,status_obs,comment,found,waffle_amplitude,is_lwe,category,seeing_final,tau_final,analytical_strehl,obs_category,analytical_strehl2,obs_category2,obs_category3,valid_frames
HD_216803__2015-06-27__09-36-00,159,HD_216803,HIP_113283,,HIP_113283,HR_8721,TYC_7505-100-1,SAO_214197,HIP 113283_DB_H23_2015-06-26_ird_convert_recenter_dc2022_COBREX_333192,2015-06-27T09:36:00.49,2015-06-27T08:57:22.89,2015-06-27T10:14:37.27,DB_H23,B_H,0.91,2.5,2.8,36.023,0.26,0.6912,0.3801,0.88,0.88,13.66,1.0,,,,0.9174,,,0.0024,,,2.4294,2.1,0.7547,0.8533,0.4669,3.805,3.804,,6.0919,512,512,-100.728,2022-06-25_07-07-12,0,test,0.0,interactive,,0.04,1,0,0.9174,2.4294,0.8263,0,0.9174,-1,-1,319
