obs_id,object_id,object_name,object_name_2MASS,object_name_HIP,object_name_HR,object_name_TYC,object_name_SAO,folder,date_obs,obs_start,obs_end,infrared_filter,irdis_dual_filter,tel_ambi_fwhm_mean,tel_tau0_mean,tel_ambi_windsp,windSpeed_200_asm,seeing_sparta_min,seeing_sparta_max,seeing_sparta_avg,seeing_tel_ia_fwhmlinobs,seeing_tel_ia_fwhmlin,seeing_tel_ia_fwhm,seeing_ambi_fwhm,mass_turbfwhm_asm,mass_fwhm_asm,dimm_fwhm_asm,historical_ambient_fwhm_asm,mass_tau0_asm,mass_tau_asm,historical_ambient_tau_asm,mass_tau0_ms_asm,mass_tau_ms_asm,historical_ambient_tau_ms_asm,tel_ambi_tau0,strehl_sparta_avg,strehl_sparta_max,strehl_sparta_min,flux_K,flux_H,flux_R,flux_G,NAXIS1,n_frames,rot_max,mtime,missing_psf,split,status_obs,comment,found,waffle_amplitude,is_lwe,category,seeing_final,tau_final,analytical_strehl,obs_category,analytical_strehl2,obs_category2,obs_category3
HD_90712__2016-01-03__08-04-45,HD_90712,HIP 51228,,HIP_51228,,TYC_7192-1463-1,SAO_201414,HIP 51228_DB_H23_2016-01-02_ird_convert_recenter_dc2022_COBREX_330174,2016-01-03T08:04:45.28,2016-01-03T07:29:35.41,2016-01-03T08:39:53.19,DB_H23,B_H,0.6700,6.1000,0.3800,28.7851,0.2461,0.7627,0.3371,0.8700,0.8600,0.8100,1.0000,,,,0.6528,,,0.0064,,,6.4163,6.5000,0.8058,0.8468,0.6085,6.0420,6.1470,,7.3751,64,64,-74.7722,2022-06-16_16-43-03,0,train,0.0000,interactive,,0.0400,1,0,0.6528,6.4163,0.8937,0,0.9194,-1,-1
HD_95086__2015-05-05__00-00-28,HD_95086,HIP_53524,,HIP_53524,,TYC_9212-4675-1,SAO_251193,HIP 53524_DB_H23_2015-05-04_ird_convert_recenter_dc2022_COBREX_332639,2015-05-05T00:00:28.09,2015-05-04T23:25:06.68,2015-05-05T00:36:03.31,DB_H23,B_H,0.7400,2.3000,5.5000,56.2531,-1.0000,-1.0000,-1.0000,1.3900,1.1300,0.9700,1.4000,,,,0.7408,,,0.0023,,,2.2891,2.7000,-1.0000,-1.0000,-1.0000,6.7890,6.8670,,7.3244,64,64,-22.4351,2022-06-25_03-41-39,0,test,0.0000,interactive,,0.0300,0,1,0.7408,2.2891,0.8389,2,0.9038,2,1
HD_95086__2015-05-05__01-27-44,HD_95086,HIP_53524,,HIP_53524,,TYC_9212-4675-1,SAO_251193,HIP 53524_DB_K12_2015-05-04_ird_convert_recenter_dc2022_COBREX_332640,2015-05-05T01:27:44.01,2015-05-05T00:59:02.61,2015-05-05T01:56:23.96,DB_K12,B_Ks,0.7900,2.1000,5.6000,55.7961,-1.0000,-1.0000,-1.0000,1.3100,1.0700,0.9200,1.4000,,,,0.7733,,,0.0021,,,2.1368,2.3000,-1.0000,-1.0000,-1.0000,6.7890,6.8670,,7.3244,52,52,-18.2130,2022-06-25_03-41-21,0,test,0.0000,interactive,,0.0500,0,1,0.7733,2.1368,0.8274,2,0.8995,2,1
HD_95086__2015-05-11__23-44-00,HD_95086,HIP_53524,,HIP_53524,,TYC_9212-4675-1,SAO_251193,HIP 53524_DB_H23_2015-05-11_ird_convert_recenter_dc2022_COBREX_332782,2015-05-11T23:44:00.18,2015-05-11T23:08:38.70,2015-05-12T00:19:18.70,DB_H23,B_H,1.0800,2.9000,2.4000,23.8848,-1.0000,-1.0000,-1.0000,1.5800,1.2800,99.3300,1.0000,,,,1.2593,,,0.0028,,,2.7908,4.2000,-1.0000,-1.0000,-1.0000,6.7890,6.8670,,7.3244,64,64,-22.4828,2022-06-25_04-08-41,0,train,0.0000,interactive,,0.0400,1,0,1.2593,2.7908,0.7493,0,0.8559,-1,-1
HD_95086__2016-01-18__08-08-49,HD_95086,HIP_53524,,HIP_53524,,TYC_9212-4675-1,SAO_251193,HIP 53524_DB_K12_2016-01-17_ird_convert_recenter_dc2022_COBREX_332004,2016-01-18T08:08:49.19,2016-01-18T07:25:01.08,2016-01-18T08:52:36.36,DB_K12,B_Ks,1.5600,1.8000,1.1500,32.5560,0.2866,0.8864,0.4431,1.6200,1.3300,324.7700,1.0000,,,,1.5492,,,0.0019,,,1.8781,1.6000,0.8080,0.8438,0.7185,6.7890,6.8670,,7.3244,80,80,-28.0903,2022-06-24_22-07-43,0,train,0.0000,interactive,,0.0400,1,0,1.5492,1.8781,0.6582,0,0.8138,-1,-1
HD_95086__2016-04-16__01-47-40,HD_95086,HIP_53524,,HIP_53524,,TYC_9212-4675-1,SAO_251193,HIP 53524_DB_H23_2016-04-15_ird_convert_recenter_dc2022_COBREX_332390,2016-04-16T01:47:40.77,2016-04-16T01:03:51.37,2016-04-16T02:31:28.59,DB_H23,B_H,0.6000,5.2000,7.5300,38.2514,0.3588,1.0610,0.5645,1.2200,1.0000,0.9000,0.8000,0.6384,0.3030,0.6048,,0.0053,0.0078,,5.2787,7.7584,,5.9000,0.7211,0.7640,0.6496,6.7890,6.8670,,7.3244,80,80,-28.1427,2022-06-25_02-06-18,0,train,0.0000,interactive,,0.0300,0,2,0.6048,5.2787,0.8992,2,0.9242,2,2
HD_95086__2016-05-30__23-51-02,HD_95086,HIP_53524,,HIP_53524,,TYC_9212-4675-1,SAO_251193,HIP 53524_DB_K12_2016-05-30_ird_convert_recenter_dc2022_COBREX_waffles_only_330206,2016-05-30T23:51:02.59,2016-05-30T23:11:13.61,2016-05-31T00:30:56.62,DB_K12,B_Ks,0.6400,3.4000,5.5800,57.1034,0.4357,0.8756,0.5984,1.3200,1.0700,0.9300,1.0000,0.5353,0.2939,0.4785,,0.0031,0.0032,,3.0667,3.2152,,3.4000,0.6057,0.6875,0.3914,6.7890,6.8670,,7.3244,70,70,-25.2391,2022-06-16_17-27-45,0,,0.0000,interactive,not found,0.0400,0,2,0.4785,3.0667,0.8990,2,0.9282,2,1
HD_95086__2017-05-09__23-56-34,HD_95086,HIP_53524,,HIP_53524,,TYC_9212-4675-1,SAO_251193,HIP 53524_DB_K12_2017-05-09_ird_convert_recenter_dc2022_COBREX_waffles_only_332024,2017-05-09T23:56:34.31,2017-05-09T22:59:18.52,2017-05-10T00:53:48.84,DB_K12,B_Ks,0.8900,3.3000,12.5700,54.9295,0.3980,0.9502,0.5962,1.2700,1.0400,0.9300,1.0000,,,0.8815,,,,,,,,3.2000,0.7253,0.7829,0.6278,6.7890,6.8670,,7.3244,100,100,-36.6013,2022-06-24_22-16-19,0,train,0.0000,interactive,,0.0600,0,2,0.8815,3.3000,0.8353,2,0.8971,2,2
HD_95086__2018-01-06__08-12-47,HD_95086,HIP_53524,,HIP_53524,,TYC_9212-4675-1,SAO_251193,HIP 53524_DB_K12_2018-01-05_ird_convert_recenter_dc2022_COBREX_waffles_only_333041,2018-01-06T08:12:47.27,2018-01-06T07:12:26.71,2018-01-06T09:20:53.07,DB_K12,B_Ks,0.3000,10.1000,3.9800,26.4070,0.2432,0.4575,0.3232,1.0900,0.8900,0.7900,1.0000,0.3675,0.1957,0.2977,,0.0103,0.0116,,10.3262,11.5903,,7.8000,0.8326,0.8594,0.7926,6.7890,6.8670,,7.3244,70,70,-41.0123,2022-06-25_06-12-50,0,test,0.0000,interactive,,0.0400,0,2,0.2977,10.3262,0.9496,2,0.9454,2,2
HD_95086__2018-02-24__05-29-47,HD_95086,HIP_53524,,HIP_53524,,TYC_9212-4675-1,SAO_251193,HIP 53524_DB_K12_2018-02-23_ird_convert_recenter_dc2022_COBREX_333109,2018-02-24T05:29:47.22,2018-02-24T04:37:32.34,2018-02-24T06:22:01.10,DB_K12,B_Ks,0.3800,9.0000,3.2500,26.3216,0.2325,0.5614,0.3577,1.0600,0.8700,0.7900,1.0000,0.4539,0.2585,0.3727,,0.0093,0.0100,,9.2653,9.9505,,6.5000,0.8367,0.8720,0.7927,6.7890,6.8670,,7.3244,64,64,-33.4484,2022-06-25_06-35-59,0,train,0.0000,interactive,,0.0400,0,2,0.3727,9.2653,0.9402,2,0.9413,2,2
HD_95086__2018-03-28__03-45-05,HD_95086,HIP_53524,,HIP_53524,,TYC_9212-4675-1,SAO_251193,HIP 53524_DB_K12_2018-03-27_ird_convert_recenter_dc2022_COBREX_333173,2018-03-28T03:45:05.88,2018-03-28T02:52:51.80,2018-03-28T04:37:19.68,DB_K12,B_Ks,0.5900,9.3000,6.7500,7.8204,0.3978,0.7139,0.5135,1.2000,0.9800,0.8700,1.0000,0.6515,0.4818,0.5962,,0.0090,0.0112,,8.9974,11.2401,,6.4000,0.8228,0.8506,0.7919,6.7890,6.8670,,7.3244,64,64,-33.2863,2022-06-25_06-56-06,0,train,0.0000,interactive,,0.0400,0,2,0.5962,8.9974,0.9082,2,0.9267,2,2
HD_96064__2016-04-21__01-42-09,HD_96064,HIP_54155,,HIP_54155,,TYC_4924-1114-1,SAO_137978,HIP 54155_DB_H23_2016-04-20_ird_convert_recenter_dc2022_COBREX_328507,2016-04-21T01:42:09.18,2016-04-21T01:06:59.82,2016-04-21T02:17:17.75,DB_H23,B_H,1.5700,2.1000,10.4000,17.2489,0.5956,1.4783,0.8962,1.4000,1.3400,1.2600,0.8000,1.5273,0.5980,1.6176,,0.0021,0.0049,,2.0935,4.9322,,1.4000,0.6346,0.7248,0.4187,5.8010,5.9030,,7.4145,64,64,42.8656,2022-06-10_16-03-00,0,train,0.0000,interactive,,0.0300,0,0,1.6176,2.0935,0.6502,1,0.8047,1,0
HD_96064__2017-02-09__07-00-09,HD_96064,HIP_54155,,HIP_54155,,TYC_4924-1114-1,SAO_137978,HIP 54155_DB_H23_2017-02-08_ird_convert_recenter_dc2022_COBREX_waffles_only_329173,2017-02-09T07:00:09.36,2017-02-09T06:12:21.15,2017-02-09T07:42:51.65,DB_H23,B_H,0.4500,5.2000,5.8800,28.8312,0.2227,0.6028,0.3546,0.8200,0.7800,0.7200,1.0000,,,0.4470,,,,,,,,4.0000,0.8262,0.8761,0.6974,5.8010,5.9030,,7.4145,58,58,49.8644,2022-06-13_20-30-38,0,test,0.0000,interactive,,0.0400,0,2,0.4470,5.2000,0.9201,2,0.9312,2,2
HD_96338__2015-02-06__06-28-32,HD_96338,HIP_54231,,HIP_54231,,TYC_8204-2725-1,SAO_222560,HIP 54231_DB_H23_2015-02-05_ird_convert_recenter_dc2022_COBREX_328819,2015-02-06T06:28:32.85,2015-02-06T05:53:11.20,2015-02-06T07:03:53.52,DB_H23,B_H,1.7000,2.0000,9.4300,16.6940,-1.0000,-1.0000,-1.0000,1.3200,1.2500,1.1600,1.2000,,,,1.9016,,,0.0020,,,2.0370,2.1000,-1.0000,-1.0000,-1.0000,6.7690,6.7620,,6.8182,64,64,-39.2406,2022-06-12_17-36-22,0,train,0.0000,interactive,,0.0300,0,0,1.9016,2.0370,0.5919,1,0.7838,0,0
HD_987__2016-10-15__03-30-20,HD_987,HIP_1113,,HIP_1113,,TYC_9140-1231-1,SAO_255646,HIP 1113_DB_H23_2016-10-14_ird_convert_recenter_dc2022_COBREX_329110,2016-10-15T03:30:20.56,2016-10-15T02:39:59.60,2016-10-15T04:21:07.17,DB_H23,B_H,0.7100,2.2000,7.6500,62.1151,-1.0000,-1.0000,-1.0000,1.6600,1.2800,1.0400,1.0000,0.7643,0.5487,0.6978,,0.0022,0.0024,,2.2455,2.3861,,2.3000,-1.0000,-1.0000,-1.0000,6.9620,7.0870,,8.6543,90,90,-29.6775,2022-06-13_14-13-43,0,train,0.0000,interactive,,0.0500,0,1,0.6978,2.2455,0.6968,1,0.8492,1,1
HIP_107345__2015-07-05__07-01-35,HIP_107345,HIP_107345,,HIP_107345,,TYC_9116-1363-1,,HIP 107345_DB_H23_2015-07-04_ird_convert_recenter_dc2022_COBREX_333531,2015-07-05T07:01:35.21,2015-07-05T06:26:25.78,2015-07-05T07:36:42.64,DB_H23,B_H,1.0700,2.0000,11.1500,35.5064,0.3844,0.8782,0.5194,1.1800,1.0300,0.9400,1.4000,,,,1.0803,,,0.0020,,,2.0073,2.1000,0.4890,0.6101,0.2934,7.8740,8.0870,10.7150,10.9401,64,64,-26.0206,2022-06-25_08-03-17,0,train,0.0000,interactive,,0.0400,0,1,1.0803,2.0073,0.2956,0,0.5906,0,1
HIP_112312__2015-10-01__02-04-36,HIP_112312,HIP_112312,,HIP_112312,,TYC_7501-987-1,,HIP 112312_DB_H23_2015-09-30_ird_convert_recenter_dc2022_COBREX_335373,2015-10-01T02:04:36.56,2015-10-01T01:29:00.82,2015-10-01T02:40:11.94,DB_H23,B_H,0.6500,2.3000,4.4000,53.8584,0.2473,0.6546,0.3570,0.8300,0.8200,0.7500,1.0000,,,,0.6528,,,0.0023,,,2.3202,2.2000,0.4929,0.6632,0.1531,6.9320,7.1500,10.9160,10.7450,128,128,-54.7331,2022-06-25_19-48-56,0,test,0.0000,interactive,,0.0600,0,1,0.6528,2.3202,0.3856,0,0.6179,0,1
HIP_113201__2016-09-18__03-41-55,HIP_113201,HIP_113201,,HIP_113201,,TYC_8453-729-1,,HIP 113201_DB_H23_2016-09-17_ird_convert_recenter_dc2022_COBREX_330640,2016-09-18T03:41:55.74,2016-09-18T03:00:45.26,2016-09-18T04:31:40.71,DB_H23,B_H,0.9400,4.2000,10.0700,8.7503,-1.0000,-1.0000,-1.0000,1.2600,1.1700,1.0800,1.0000,0.9472,0.6892,0.9369,,0.0042,0.0089,,4.2488,8.8511,,5.0000,-1.0000,-1.0000,-1.0000,7.4180,7.6600,10.5200,10.6617,144,144,-43.3656,2022-06-17_18-19-44,0,train,0.0000,interactive,,0.0500,0,2,0.9369,4.2488,0.6015,1,0.7302,0,2
HIP_113201__2016-10-15__01-29-53,HIP_113201,HIP_113201,,HIP_113201,,TYC_8453-729-1,,HIP 113201_DB_K12_2016-10-14_ird_convert_recenter_dc2022_COBREX_waffles_only_329113,2016-10-15T01:29:53.38,2016-10-15T00:47:40.33,2016-10-15T02:11:59.22,DB_K12,B_Ks,0.8200,2.8000,6.9300,61.9990,-1.0000,-1.0000,-1.0000,1.2300,1.1400,1.0700,1.0000,0.9006,0.6038,0.8485,,0.0029,0.0031,,2.8747,3.1325,,2.2000,-1.0000,-1.0000,-1.0000,7.4180,7.6600,10.5200,10.6617,64,64,-38.7118,2022-06-13_14-19-49,0,train,0.0000,interactive,,0.0500,0,1,0.8485,2.8747,0.4827,0,0.6951,0,1
HIP_1993__2015-11-29__01-10-02,HIP_1993,HIP_1993,,HIP_1993,,TYC_8841-145-1,,HIP 1993_DB_H23_2015-11-28_ird_convert_recenter_dc2022_COBREX_328524,2015-11-29T01:10:02.42,2015-11-29T00:34:54.25,2015-11-29T01:45:10.39,DB_H23,B_H,1.5700,7.2000,4.3300,29.2278,0.4777,1.4431,0.7683,1.3200,1.1500,1.0800,1.0000,,,,1.5619,,,0.0076,,,7.6140,5.5000,0.6436,0.7465,0.4872,7.7490,7.9430,,10.6898,64,64,-25.7806,2022-06-10_16-18-56,0,train,0.0000,interactive,,0.0400,0,0,1.5619,7.6140,0.5799,1,0.6780,0,0
HIP_23200__2015-09-28__08-50-29,HIP_23200,GJ_182,,HIP_23200,,TYC_85-1075-1,,HIP 23200_DB_H23_2015-09-27_ird_convert_recenter_dc2022_COBREX_335247,2015-09-28T08:50:29.20,2015-09-28T08:15:19.98,2015-09-28T09:25:36.42,DB_H23,B_H,0.9100,25.7000,1.2700,21.5741,0.1965,0.3589,0.2539,0.8200,0.7600,0.7100,1.0000,,,,0.9065,,,0.0226,,,22.5923,42.3000,0.8203,0.8434,0.7964,6.2610,6.4500,9.6030,9.3221,64,64,32.8749,2022-06-25_18-45-04,0,train,0.0000,interactive,,0.0600,1,0,0.9065,22.5923,0.7958,0,0.8009,-1,-1
HIP_23309__2016-01-03__02-49-24,HIP_23309,HIP_23309,,HIP_23309,,TYC_8513-572-1,,HIP 23309_DB_H23_2016-01-02_ird_convert_recenter_dc2022_COBREX_330171,2016-01-03T02:49:24.97,2016-01-03T02:14:14.88,2016-01-03T03:24:33.02,DB_H23,B_H,0.7500,3.1000,1.8500,28.8148,0.2848,0.5678,0.3716,1.0500,0.9500,58.5600,1.0000,,,,0.7467,,,0.0031,,,3.1451,3.1000,0.7637,0.8082,0.6565,6.2440,6.4290,9.8890,9.3773,64,64,-28.9295,2022-06-16_16-42-54,0,train,0.0000,interactive,,0.0400,1,0,0.7467,3.1451,0.7023,0,0.7503,-1,-1
HIP_31878__2016-01-02__04-48-37,HIP_31878,HIP_31878,,HIP_31878,,TYC_8895-225-1,,HIP 31878_DB_H23_2016-01-01_ird_convert_recenter_dc2022_COBREX_331441,2016-01-02T04:48:37.31,2016-01-02T04:13:28.96,2016-01-02T05:23:45.93,DB_H23,B_H,0.9000,2.4000,1.5800,25.7814,0.4262,0.8093,0.5501,1.2500,1.0900,1.0000,1.0000,,,,0.9490,,,0.0024,,,2.4452,1.5000,0.7313,0.7955,0.5752,6.5000,6.6430,9.1100,9.2486,64,64,-26.0551,2022-06-22_15-38-27,0,val,0.0000,interactive,,0.0400,1,0,0.9490,2.4452,0.6666,0,0.8056,-1,-1
HIP_37288__2015-12-01__08-03-25,HIP_37288,HIP_37288,,HIP_37288,,TYC_183-626-1,,HIP 37288_DB_H23_2015-11-30_ird_convert_recenter_dc2022_COBREX_335518,2015-12-01T08:03:25.27,2015-12-01T07:28:15.43,2015-12-01T08:38:31.96,DB_H23,B_H,1.0000,4.9000,6.1000,41.2154,0.4049,1.0898,0.6475,1.2600,1.1700,8.0100,1.0000,,,,0.9961,,,0.0050,,,5.0404,4.9000,0.6751,0.7796,0.5162,5.8720,6.0920,8.6830,8.8982,64,64,32.8472,2022-06-25_21-59-12,0,train,0.0000,interactive,,0.0400,0,2,0.9961,5.0404,0.7772,1,0.8587,1,1
HIP_37288__2017-02-13__03-24-12,HIP_37288,HIP_37288,,HIP_37288,,TYC_183-626-1,,HIP 37288_DB_H23_2017-02-12_ird_convert_recenter_dc2022_COBREX_329564,2017-02-13T03:24:12.17,2017-02-13T02:40:24.56,2017-02-13T04:08:01.12,DB_H23,B_H,0.7500,10.5000,4.7500,36.0664,0.3253,1.4658,0.5771,1.0700,0.9800,0.9100,0.8000,,,0.7582,,,,,,,,10.6000,0.8214,0.8639,0.6723,5.8720,6.0920,8.6830,8.8982,80,80,38.4030,2022-06-16_10-18-41,0,test,0.0000,interactive,,0.0400,0,2,0.7582,10.5000,0.8574,2,0.8895,1,2
HIP_37766__2015-12-26__06-00-18,HIP_37766,GJ_285,,HIP_37766,,TYC_183-2190-1,,HIP 37766_DB_H23_2015-12-25_ird_convert_recenter_dc2022_COBREX_335549,2015-12-26T06:00:18.66,2015-12-26T05:25:09.58,2015-12-26T06:35:26.54,DB_H23,B_H,0.7800,3.3000,8.3500,25.6236,0.2813,0.6004,0.4205,0.9100,0.8400,0.7800,1.0000,,,,0.8077,,,0.0031,,,3.1258,2.9000,0.7585,0.8056,0.6783,5.6980,6.0050,9.9580,9.6922,64,64,32.3445,2022-06-25_22-35-09,0,train,0.0000,interactive,,0.0400,0,2,0.8077,3.1258,0.6867,1,0.7354,0,2
HIP_39826__2017-02-12__03-12-32,HIP_39826,HIP_39826,,HIP_39826,,TYC_1389-170-1,,HIP 39826_DB_H23_2017-02-11_ird_convert_recenter_dc2022_COBREX_335284,2017-02-12T03:12:32.81,2017-02-12T02:34:11.99,2017-02-12T03:50:51.95,DB_H23,B_H,1.1000,5.0000,9.7300,32.9246,0.6850,1.8919,0.9910,1.6700,1.3400,1.1600,1.4000,,,1.1157,,,,,,,,3.5000,0.6943,0.7819,0.4673,6.0820,6.2260,8.7000,8.8436,70,70,23.7213,2022-06-25_18-56-27,0,train,0.0000,interactive,,0.0300,0,1,1.1157,5.0000,0.7523,1,0.8456,1,1
HIP_51317__2016-01-01__08-10-38,HIP_51317,HIP_51317,,HIP_51317,,TYC_246-1068-1,,HIP 51317_DB_H23_2015-12-31_ird_convert_recenter_dc2022_COBREX_331955,2016-01-01T08:10:38.56,2016-01-01T07:35:29.39,2016-01-01T08:45:45.88,DB_H23,B_H,0.7200,3.1000,4.9700,26.1141,0.2323,0.6344,0.3534,0.8000,0.7500,0.6900,1.0000,,,,0.7089,,,0.0031,,,3.1084,3.5000,0.8606,0.8892,0.8030,5.3110,5.6050,8.6170,8.6760,64,64,34.5565,2022-06-24_21-53-31,0,train,0.0000,interactive,,0.0400,0,2,0.7089,3.1084,0.7694,1,0.8713,1,2
HIP_6276__2015-12-02__00-49-59,HIP_6276,HIP_6276,,HIP_6276,,TYC_5276-413-1,SAO_147747,HIP 6276_DB_H23_2015-12-01_ird_convert_recenter_dc2022_COBREX_331423,2015-12-02T00:49:59.30,2015-12-02T00:14:49.35,2015-12-02T01:25:06.36,DB_H23,B_H,1.1000,7.0000,2.3800,24.0370,0.4338,1.1055,0.5980,1.0600,1.0300,0.9600,1.0000,,,,1.1400,,,0.0107,,,10.7334,9.4000,0.7135,0.7768,0.4969,6.5490,6.6540,,8.2344,64,64,50.9651,2022-06-22_15-23-26,0,train,0.0000,interactive,,0.0400,1,0,1.1400,10.7334,0.7935,0,0.8739,-1,-1
HIP_6276__2016-11-17__04-41-07,HIP_6276,HIP_6276,,HIP_6276,,TYC_5276-413-1,SAO_147747,HIP 6276_DB_H23_2016-11-16_ird_convert_recenter_dc2022_COBREX_331040,2016-11-17T04:41:07.27,2016-11-17T03:57:13.02,2016-11-17T05:25:05.76,DB_H23,B_H,2.8600,1.0000,18.6000,37.7142,-1.0000,-1.0000,-1.0000,9.3800,8.1100,2.0300,1.0000,2.6675,1.8690,2.9279,,0.0010,0.0019,,1.0108,1.8642,,0.9000,-1.0000,-1.0000,-1.0000,6.5490,6.6540,,8.2344,80,80,9.1646,2022-06-21_16-05-22,0,,1.0000,interactive,,0.0400,0,0,2.9279,1.0108,0.1606,0,0.5108,0,0
HIP_70890__2016-03-28__06-28-47,HIP_70890,Proxima Centauri,,HIP_70890,,,,HIP 70890_DB_H23_2016-03-27_ird_convert_recenter_dc2022_COBREX_waffles_only_332291,2016-03-28T06:28:47.51,2016-03-28T05:53:29.54,2016-03-28T07:03:47.99,DB_H23,B_H,1.9500,1.6000,9.9500,14.5948,0.6043,2.1736,1.0918,1.6400,1.4200,1.3800,0.8000,,,,1.9855,,,0.0017,,,1.6546,1.5000,0.7009,0.8100,0.4181,4.3840,4.8350,9.4500,8.9847,200,200,-25.5821,2022-06-25_00-12-02,1,,,,,0.0500,0,0,1.9855,1.6546,0.3864,0,0.6371,0,0
HIP_81084__2015-05-11__05-47-39,HIP_81084,HIP_81084,,HIP_81084,,TYC_5631-1007-1,,HIP 81084_DB_H23_2015-05-10_ird_convert_recenter_dc2022_COBREX_332739,2015-05-11T05:47:39.17,2015-05-11T05:12:19.90,2015-05-11T06:22:57.90,DB_H23,B_H,0.5700,5.4000,7.0000,27.2783,-1.0000,-1.0000,-1.0000,0.7400,0.7300,0.6700,1.0000,,,,0.5681,,,0.0054,,,5.4155,5.2000,-1.0000,-1.0000,-1.0000,7.5470,7.7790,10.8400,10.5235,64,64,53.7476,2022-06-25_03-57-03,0,val,0.0000,interactive,,0.0300,0,2,0.5681,5.4155,0.6816,1,0.7232,0,2
HIP_81084__2015-08-04__00-48-47,HIP_81084,HIP81084,,HIP_81084,,TYC_5631-1007-1,,HIP 81084_DB_H23_2015-08-03_ird_convert_recenter_dc2022_COBREX_333562,2015-08-04T00:48:47.15,2015-08-04T00:26:38.55,2015-08-04T01:09:53.31,DB_H23,B_H,0.8900,2.4000,7.4000,37.7633,0.2840,0.5657,0.4259,0.8200,0.8000,0.7000,0.8000,,,,0.8818,,,0.0024,,,2.4320,2.5000,0.7275,0.9731,0.5801,7.5470,7.7790,10.8400,10.5235,31,31,32.5158,2022-06-25_08-08-20,0,,1.0000,"missing reductions, but PACO, cADI finished",,0.0500,0,1,0.8818,2.4320,0.3923,0,0.6241,0,1
HIP_85647__2016-05-31__05-12-56,HIP_85647,HIP_85647,,HIP_85647,,TYC_8354-785-1,,HIP 85647_DB_H23_2016-05-30_ird_convert_recenter_dc2022_COBREX_waffles_only_330209,2016-05-31T05:12:56.66,2016-05-31T04:33:03.00,2016-05-31T05:52:51.12,DB_H23,B_H,1.0500,2.1000,11.7800,57.0931,0.5214,1.5146,0.7644,1.2700,1.1900,1.1200,1.0000,1.0405,0.5042,1.0510,,0.0022,0.0031,,2.2061,3.1381,,1.9000,0.6321,0.7640,0.4041,5.8250,6.0820,8.6750,8.8669,70,70,-37.8670,2022-06-16_17-27-21,1,,,,,0.0400,0,1,1.0510,2.2061,0.6378,1,0.8164,1,1
TYC_1090-543-1__2015-06-06__09-18-00,TYC_1090-543-1,TYC_1090_0543_1,,,,TYC_1090-543-1,,2MASS J20542799+0906066_DB_H23_2015-06-05_ird_convert_recenter_dc2022_COBREX_333019,2015-06-06T09:18:00.55,2015-06-06T08:42:51.51,2015-06-06T09:53:07.72,DB_H23,B_H,1.5200,1.7000,12.5500,23.0968,0.4802,1.4353,0.7742,1.3900,1.2300,2.2200,1.0000,,,,1.5392,,,0.0017,,,1.6612,1.5000,0.6397,0.7760,0.4291,8.8230,8.9050,10.5800,11.2543,64,64,25.8813,2022-06-25_05-27-58,0,train,0.0000,interactive,,0.0300,0,0,1.5392,1.6612,0.1865,0,0.5250,0,0
TYC_1090-543-1__2016-09-17__01-28-31,TYC_1090-543-1,TYC_1090_0543_1,,,,TYC_1090-543-1,,2MASS J20542799+0906066_DB_H23_2016-09-16_ird_convert_recenter_dc2022_COBREX_waffles_only_329725,2016-09-17T01:28:31.80,2016-09-17T00:39:32.57,2016-09-17T02:18:00.43,DB_H23,B_H,0.6200,17.0000,0.7500,14.5220,-1.0000,-1.0000,-1.0000,1.1200,0.9900,0.9400,0.8000,0.7379,0.3610,0.6275,,0.0163,0.0185,,16.3158,18.5416,,29.6000,-1.0000,-1.0000,-1.0000,8.8230,8.9050,10.5800,11.2543,75,75,37.4706,2022-06-16_12-08-49,0,train,0.0000,interactive,,0.1000,1,0,0.6275,16.3158,0.8067,0,0.7876,-1,-1
TYC_1090-543-1__2018-05-13__09-10-02,TYC_1090-543-1,TYC_1090_0543_1,,,,TYC_1090-543-1,,2MASS J20542799+0906066_DB_H23_2018-05-12_ird_convert_recenter_dc2022_COBREX_waffles_only_328672,2018-05-13T09:10:02.00,2018-05-13T08:35:50.41,2018-05-13T09:44:52.32,DB_H23,B_H,0.8800,3.8000,7.3500,35.2358,0.4469,1.0725,0.6470,1.1600,1.0200,0.9700,1.0000,0.8891,0.5348,0.8664,,0.0035,0.0047,,3.5252,4.7276,,4.0000,0.6077,0.7130,0.3920,8.8230,8.9050,10.5800,11.2543,41,41,22.6746,2022-06-10_20-14-06,0,test,0.0000,interactive,,0.0400,0,2,0.8664,3.5252,0.5522,0,0.7110,0,2
TYC_1355-214-1__2015-02-07__03-32-34,TYC_1355-214-1,TYC_1355_214_1,,,,TYC_1355-214-1,,2MASS J07234358+2024588_DB_H23_2015-02-06_ird_convert_recenter_dc2022_COBREX_332502,2015-02-07T03:32:34.94,2015-02-07T02:49:09.67,2015-02-07T04:18:54.68,DB_H23,B_H,1.0400,3.6000,9.0000,16.9448,-1.0000,-1.0000,-1.0000,1.4800,1.1900,1.0600,1.2000,,,,1.1410,,,0.0037,,,3.7191,3.5000,-1.0000,-1.0000,-1.0000,6.8790,7.0320,9.4300,9.5183,76,76,27.2162,2022-06-25_03-04-08,0,train,0.0000,interactive,,0.0300,0,1,1.1410,3.7191,0.6896,1,0.7798,0,1
